-206.929398,-8.408029,414.002960
-206.889801,-8.405334,413.428253
-206.850159,-8.402635,412.853577
-206.810410,-8.399928,412.279175
-206.770493,-8.397214,411.703918
-206.730484,-8.394496,411.129883
-206.690231,-8.391766,410.555084
-206.649796,-8.389028,409.980194
-206.609207,-8.386290,409.407227
-206.568192,-8.383533,408.831390
-206.527008,-8.380777,408.257324
-206.485519,-8.378016,407.683685
-206.443619,-8.375237,407.108582
-206.401474,-8.372461,406.535248
-206.358871,-8.369671,405.960693
-206.315918,-8.366876,405.386536
-206.272629,-8.364074,404.812958
-206.228836,-8.361259,404.238556
-206.184708,-8.358437,403.664642
-206.140198,-8.355607,403.090668
-206.095306,-8.352770,402.516785
-206.050003,-8.349920,401.942566
-206.004349,-8.347066,401.368927
-205.958328,-8.344199,400.794952
-205.911957,-8.341324,400.220825
-205.865280,-8.338442,399.647247
-205.818253,-8.335546,399.072937
-205.770996,-8.332647,398.499329
-205.723389,-8.329736,397.925476
-205.675491,-8.326817,397.351166
-205.627396,-8.323893,396.777771
-205.578995,-8.320959,396.203796
-205.530350,-8.318020,395.629944
-205.481522,-8.315075,395.056335
-205.432419,-8.312123,394.482269
-205.383194,-8.309174,393.908752
-205.333740,-8.306218,393.335022
-205.284073,-8.303263,392.761200
-205.234299,-8.300307,392.187622
-205.184311,-8.297352,391.613831
-205.134171,-8.294397,391.040161
-205.083893,-8.291445,390.466553
-205.033432,-8.288494,389.892792
-204.982880,-8.285551,389.319305
-204.932236,-8.282610,388.745667
-204.881424,-8.279673,388.172089
-204.830505,-8.276740,387.598541
-204.779465,-8.273808,387.024933
-204.728333,-8.270880,386.451416
-204.677109,-8.267956,385.877838
-204.625778,-8.265029,385.304260
-204.574310,-8.262100,384.730743
-204.522781,-8.259170,384.157196
-204.471191,-8.256234,383.583710
-204.419510,-8.253293,383.010193
-204.367783,-8.250342,382.436707
-204.315964,-8.247382,381.863251
-204.264099,-8.244411,381.289703
-204.212189,-8.241428,380.716217
-204.160263,-8.238435,380.142792
-204.108261,-8.235428,379.569275
-204.060028,-8.232629,379.037445
-204.023773,-8.230510,378.637665
-203.959869,-8.226795,377.934723
-203.910385,-8.223927,377.390381
-203.861496,-8.221096,376.852905
-203.805511,-8.217854,376.237427
-203.745590,-8.214388,375.579071
-203.684982,-8.210882,374.912750
-203.626816,-8.207520,374.273590
-203.574310,-8.204487,373.696564
-203.530640,-8.201968,373.216736
-203.462463,-8.198077,372.467255
-203.418396,-8.195625,371.983246
-203.378052,-8.193309,371.540497
-203.325684,-8.190063,370.967102
-203.273270,-8.186749,370.393677
-203.220810,-8.183751,369.820160
-203.168350,-8.181227,369.246735
-203.115845,-8.178835,368.673309
-203.063187,-8.176211,368.099854
-203.010391,-8.173369,367.526489
-202.957550,-8.170568,366.953064
-202.904724,-8.168077,366.379639
-202.851944,-8.165808,365.806244
